Tanggal,Jumlah Orang di Test,Orang Positif Harian,Positivity Rate Kasus Baru Harian,Total Spesimen di Test,Positif,Positivity Rate Spesimen Harian,V1 usia_atas,V2 usia_atas,V1 usia_tengah,V2 usia_tengah,V1 usia_muda,V2 usia_muda
2023-02-26,1561.0,49.0,3.10%,1594.0,72.0,4.5%,9658236.0,8342522.0,1377790.0,1136853.0,850387.0,727475.0
2023-02-27,2362.0,101.0,4.30%,2434.0,145.0,6.0%,9658233.0,8342604.0,1377790.0,1136853.0,850390.0,727477.0
2023-02-28,2608.0,94.0,3.60%,2654.0,119.0,4.5%,9658233.0,8342963.0,1377790.0,1136853.0,850390.0,727492.0
2023-03-01,0.0,0.0,0,0.0,0.0,0,9658233.0,8339885.0,1377790.0,1136853.0,850390.0,730570.0
2023-03-02,2622.0,95.0,3.60%,2675.0,140.0,5.2%,9658233.0,8339885.0,1377790.0,1136853.0,850390.0,730570.0
2023-03-03,2834.0,100.0,3.50%,2880.0,139.0,4.8%,9658233.0,8339885.0,1377790.0,1136853.0,850390.0,730570.0
2023-03-04,2143.0,78.0,3.60%,2192.0,123.0,5.6%,9658233.0,8339885.0,1377790.0,1136853.0,850390.0,730570.0
2023-03-05,1446.0,53.0,3.70%,1486.0,86.0,5.8%,9658233.0,8339885.0,1377790.0,1136853.0,850390.0,730570.0
2023-03-06,2466.0,127.0,5.20%,2513.0,150.0,6.0%,9658233.0,8339885.0,1377790.0,1136853.0,850390.0,730570.0
2023-03-07,3055.0,152.0,5.00%,3107.0,183.0,5.9%,9658233.0,8339885.0,1377790.0,1136853.0,850390.0,730570.0
2023-03-08,2733.0,142.0,5.20%,2779.0,181.0,6.5%,9658233.0,8339885.0,1377790.0,1136853.0,850390.0,730570.0
2023-03-09,2592.0,154.0,5.90%,2630.0,177.0,6.7%,9658233.0,8339885.0,1377790.0,1136853.0,850390.0,730570.0
2023-03-10,2542.0,124.0,4.90%,2592.0,166.0,6.4%,9755110.0,8339885.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-11,2234.0,115.0,5.10%,2271.0,139.0,6.1%,9755162.0,8339885.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-12,1385.0,112.0,8.10%,1424.0,139.0,9.8%,9755162.0,8339885.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-13,2251.0,135.0,6.00%,2303.0,178.0,7.7%,9755185.0,8339885.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-14,2850.0,165.0,5.80%,2905.0,216.0,7.4%,9755185.0,8339885.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-15,2993.0,174.0,5.80%,3050.0,220.0,7.2%,9755185.0,8339885.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-16,2367.0,152.0,6.40%,2444.0,215.0,8.8%,9755185.0,8339885.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-17,2761.0,157.0,5.70%,2829.0,200.0,7.1%,9755185.0,8339885.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-18,1824.0,128.0,7.00%,1895.0,191.0,10.1%,9755185.0,8341512.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-19,1371.0,100.0,7.30%,1399.0,122.0,8.7%,9755185.0,8341512.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-20,2286.0,202.0,8.80%,2335.0,243.0,10.4%,9755185.0,8341568.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-21,2672.0,224.0,8.40%,2754.0,292.0,10.6%,9755185.0,8341568.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-22,1623.0,150.0,9.20%,1663.0,186.0,11.2%,9755185.0,8341777.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-23,1640.0,145.0,8.80%,1695.0,186.0,11.0%,9755185.0,8341777.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-24,2014.0,173.0,8.60%,2087.0,231.0,11.1%,9755185.0,8341777.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-25,1917.0,205.0,10.70%,2041.0,319.0,15.6%,9755185.0,8341777.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-26,1209.0,137.0,11.30%,1242.0,161.0,13.0%,9755185.0,8341815.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-27,2390.0,234.0,9.80%,2451.0,289.0,11.8%,9755185.0,8341831.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-28,1951.0,240.0,12.30%,2016.0,300.0,14.9%,9755185.0,8341860.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-29,2541.0,240.0,9.40%,2653.0,344.0,13.0%,9755185.0,8341962.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-30,1963.0,196.0,10.00%,2011.0,238.0,11.8%,9755185.0,8341962.0,1377790.0,1136853.0,852466.0,730570.0
2023-03-31,2566.0,219.0,8.50%,2659.0,305.0,11.5%,9755185.0,8342063.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-01,1749.0,202.0,11.50%,1797.0,238.0,13.2%,9755185.0,8342167.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-02,1048.0,136.0,13.00%,1123.0,205.0,18.3%,9755185.0,8342167.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-03,1789.0,235.0,13.10%,1821.0,256.0,14.1%,9755185.0,8342167.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-04,2590.0,280.0,10.80%,2732.0,406.0,14.9%,9755185.0,8342167.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-05,2413.0,278.0,11.50%,2522.0,372.0,14.8%,9755185.0,8342167.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-06,2431.0,295.0,12.10%,2498.0,354.0,14.2%,9755185.0,8342395.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-07,1373.0,190.0,13.80%,1425.0,240.0,16.8%,9755185.0,8342395.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-08,1111.0,205.0,18.50%,1187.0,276.0,23.3%,9755185.0,8342522.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-09,1375.0,222.0,16.10%,1452.0,287.0,19.8%,9755185.0,8342539.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-10,2158.0,373.0,17.30%,2190.0,397.0,18.1%,9755185.0,8342539.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-11,2653.0,475.0,17.90%,2833.0,625.0,22.1%,9755185.0,8342616.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-11,2653.0,475.0,17.90%,2833.0,625.0,22.1%,9755185.0,8342616.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-12,2505.0,441.0,17.60%,2599.0,515.0,19.8%,9755185.0,8342725.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-13,2444.0,486.0,19.90%,2487.0,515.0,20.7%,9755185.0,8342815.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-14,2155.0,395.0,18.30%,2262.0,494.0,21.8%,9755185.0,8342881.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-15,2632.0,412.0,15.70%,2777.0,527.0,19.0%,9755185.0,8342962.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-16,1424.0,294.0,20.60%,1497.0,363.0,24.2%,9755185.0,8342962.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-17,2221.0,543.0,24.40%,2288.0,600.0,26.2%,9755185.0,8342962.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-18,2526.0,523.0,20.70%,2649.0,635.0,24.0%,9755185.0,8342962.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-19,2206.0,510.0,23.10%,2346.0,641.0,27.3%,9755185.0,8342962.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-20,1303.0,384.0,29.50%,1400.0,472.0,33.7%,9755185.0,8342962.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-21,1007.0,277.0,27.50%,1114.0,379.0,34.0%,9755185.0,8342962.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-22,460.0,131.0,28.50%,501.0,169.0,33.7%,9755185.0,8342962.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-23,733.0,189.0,25.80%,765.0,215.0,28.1%,9755185.0,8342962.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-24,1365.0,397.0,29.10%,1557.0,570.0,36.6%,9755185.0,8343192.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-25,1389.0,363.0,26.10%,1502.0,470.0,31.3%,9755185.0,8343192.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-26,2193.0,543.0,24.80%,2309.0,650.0,28.2%,9755185.0,8343235.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-27,2643.0,656.0,24.80%,2750.0,750.0,27.3%,9755185.0,8343245.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-28,3074.0,704.0,22.90%,3263.0,881.0,27.0%,9755185.0,8343245.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-29,2667.0,630.0,23.60%,2805.0,760.0,27.1%,9755185.0,8343245.0,1377790.0,1136853.0,852466.0,730570.0
2023-04-30,1276.0,268.0,21.00%,1328.0,314.0,23.6%,9755185.0,8343245.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-01,1616.0,412.0,25.50%,1670.0,462.0,27.7%,9755185.0,8343245.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-02,3143.0,811.0,25.80%,3352.0,999.0,29.8%,9755185.0,8343245.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-03,3664.0,785.0,21.40%,3949.0,1055.0,26.7%,9755185.0,8343245.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-04,3165.0,697.0,22.00%,3417.0,935.0,27.4%,9755185.0,8343245.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-05,3353.0,586.0,17.50%,3564.0,782.0,21.9%,9755185.0,8343245.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-06,2684.0,468.0,17.40%,2962.0,735.0,24.8%,9755185.0,8343245.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-07,1806.0,335.0,18.50%,1914.0,440.0,23.0%,9755185.0,8343065.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-08,2258.0,506.0,22.40%,2388.0,623.0,26.1%,9755185.0,8343065.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-09,3479.0,618.0,17.80%,3761.0,879.0,23.4%,9755185.0,8343245.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-10,2560.0,483.0,18.90%,2741.0,656.0,23.9%,9755185.0,8343065.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-11,2773.0,470.0,16.90%,2948.0,634.0,21.5%,9755185.0,8343065.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-12,2422.0,404.0,16.70%,2628.0,605.0,23.0%,9755185.0,8343065.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-13,2316.0,317.0,13.70%,2475.0,463.0,18.7%,9755185.0,8343065.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-14,1606.0,233.0,14.50%,1735.0,356.0,20.5%,9755185.0,8343065.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-15,668.0,131.0,19.60%,730.0,190.0,26.0%,9755185.0,8343065.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-16,3150.0,271.0,8.60%,3674.0,775.0,21.1%,9755185.0,8343864.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-17,2246.0,183.0,8.10%,2544.0,477.0,18.8%,9755185.0,8343864.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-18,1361.0,119.0,8.70%,1503.0,258.0,17.2%,9755185.0,8343864.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-19,1880.0,169.0,9.00%,2078.0,355.0,17.1%,9755185.0,8343864.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-20,1954.0,120.0,6.10%,2170.0,326.0,15.0%,9755185.0,8343864.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-21,890.0,81.0,9.10%,1026.0,210.0,20.5%,9755185.0,8344026.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-22,1712.0,191.0,11.20%,1919.0,381.0,19.9%,9755185.0,8344026.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-23,2511.0,135.0,5.40%,2751.0,368.0,13.4%,9755185.0,8344026.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-24,2152.0,131.0,6.10%,2329.0,303.0,13.0%,9755185.0,8344099.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-25,1700.0,123.0,7.20%,1830.0,243.0,13.3%,9755185.0,8344099.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-26,2155.0,106.0,4.90%,2333.0,275.0,11.8%,9755185.0,8344099.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-27,1794.0,70.0,3.90%,1969.0,243.0,12.3%,9755185.0,8344099.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-28,820.0,71.0,8.70%,858.0,106.0,12.4%,9755185.0,8344099.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-29,1452.0,125.0,8.60%,1570.0,228.0,14.5%,9755185.0,8344099.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-30,2204.0,108.0,4.90%,2389.0,285.0,11.9%,9755185.0,8344099.0,1377790.0,1136853.0,852466.0,730570.0
2023-05-31,1679.0,85.0,5.10%,1764.0,168.0,9.5%,9755185.0,8344099.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-01,1382.0,47.0,3.40%,1496.0,156.0,10.4%,9755185.0,8344172.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-02,1274.0,56.0,4.40%,1350.0,123.0,9.1%,9755185.0,8344172.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-03,921.0,48.0,5.20%,997.0,119.0,11.9%,9755185.0,8344172.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-04,816.0,53.0,6.50%,854.0,86.0,10.1%,9755185.0,8344172.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-05,1501.0,79.0,5.30%,1600.0,172.0,10.8%,9755185.0,8344172.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-06,1894.0,73.0,3.90%,1973.0,144.0,7.3%,9755185.0,8344172.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-07,1501.0,58.0,3.90%,1576.0,128.0,8.1%,9755185.0,8344274.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-08,1512.0,41.0,2.70%,1588.0,105.0,6.6%,9755185.0,8344274.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-09,1403.0,50.0,3.60%,1464.0,105.0,7.2%,9755185.0,8344274.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-10,1488.0,35.0,2.40%,1564.0,100.0,6.4%,9755185.0,8344274.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-11,588.0,32.0,5.40%,620.0,63.0,10.2%,9755185.0,8344274.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-12,1234.0,38.0,3.10%,1286.0,84.0,6.5%,9755185.0,8344274.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-13,1503.0,48.0,3.20%,1553.0,97.0,6.2%,9755185.0,8344989.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-14,1429.0,39.0,2.70%,1481.0,86.0,5.8%,9755185.0,8344989.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-15,1243.0,33.0,2.70%,1275.0,60.0,4.7%,9755185.0,8344996.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-16,1323.0,30.0,2.30%,1374.0,76.0,5.5%,9755185.0,8344996.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-17,1050.0,17.0,1.60%,1094.0,56.0,5.1%,9755185.0,8344996.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-18,712.0,13.0,1.80%,752.0,38.0,5.1%,9755185.0,8345164.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-19,1119.0,37.0,3.30%,1139.0,50.0,4.4%,9755185.0,8345164.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-20,1451.0,24.0,1.70%,1493.0,62.0,4.2%,9755185.0,8345164.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-21,1347.0,26.0,1.90%,1384.0,57.0,4.1%,9755185.0,8345164.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-22,1209.0,30.0,2.50%,1234.0,55.0,4.5%,9755185.0,8345226.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-23,1066.0,20.0,1.90%,1104.0,51.0,4.6%,9755185.0,8345226.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-24,1261.0,18.0,1.40%,1297.0,51.0,3.9%,9755185.0,8345226.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-25,437.0,10.0,2.30%,445.0,14.0,3.1%,9755185.0,8345295.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-26,842.0,19.0,2.30%,852.0,27.0,3.2%,9755185.0,8345295.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-27,1126.0,11.0,1.00%,1168.0,46.0,3.9%,9755185.0,8345301.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-28,749.0,8.0,1.10%,765.0,19.0,2.5%,9755185.0,8345301.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-29,384.0,11.0,2.90%,394.0,12.0,3.0%,9755185.0,8345301.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-29,384.0,11.0,2.90%,394.0,12.0,3.0%,9755185.0,8345307.0,1377790.0,1136853.0,852466.0,730570.0
2023-06-30,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0
